RACE,SCIENTIFIC,COMMON,ECOPATH_Num,ECOPATH_Name
1,(blank),fish egg unid.,107,Fish Larvae
2,(blank),fish larvae unid.,107,Fish Larvae
3,(blank),fish unid.,0,Gen Fish
10,Petromyzontidae,lamprey unid.,73,Misc. fish shallow
21,Lampetra tridentata,Pacific lamprey,73,Misc. fish shallow
232,Lamna ditropis,salmon shark,27,Salmon shark
310,Squalus suckleyi,spiny dogfish,28,Dogfish
320,Somniosus pacificus,Pacific sleeper shark,26,Sleeper shark
400,Rajidae,skate unid.,54,Other skates
401,(blank),skate egg case unid.,54,Other skates
402,Bathyraja sp. egg case,,54,Other skates
404,Raja sp.,,54,Other skates
405,Bathyraja sp.,,54,Other skates
406,Bathyraja spinosissima,white skate,54,Other skates
410,Bathyraja abyssicola,deepsea skate,54,Other skates
411,Bathyraja abyssicola egg case,deepsea skate egg case,54,Other skates
420,Beringraja binoculata,big skate,54,Other skates
435,Bathyraja interrupta,Bering skate,54,Other skates
436,Bathyraja interrupta egg case,,54,Other skates
440,Raja rhina,longnose skate,54,Other skates
441,Raja rhina egg case,longnose skate egg case,54,Other skates
446,Raja badia egg case,,54,Other skates
455,Bathyraja taranetzi,mud skate,54,Other skates
456,Bathyraja taranetzi egg case,mud skate egg case,54,Other skates
460,Bathyraja trachura,roughtail skate,54,Other skates
471,Bathyraja parmifera,Alaska skate,53,Alaska skate
472,Bathyraja aleutica,Aleutian skate,54,Other skates
473,Bathyraja aleutica egg case,Aleutian skate egg case,54,Other skates
474,Bathyraja parmifera egg case,Alaska skate egg case,54,Other skates
475,Bathyraja lindbergi,Commander skate,54,Other skates
477,Bathyraja panthera,leopard skate,54,Other skates
478,Bathyraja panthera egg case,leopard skate egg case,54,Other skates
480,Bathyraja maculata,whiteblotched skate,54,Other skates
481,Bathyraja maculata egg case,whiteblotched skate egg case,54,Other skates
483,Bathyraja mariposa,butterfly skate,54,Other skates
484,Bathyraja mariposa egg case,butterfly skate egg case,54,Other skates
485,Bathyraja minispinosa,whitebrow skate,54,Other skates
486,Bathyraja minispinosa egg case,whitebrow skate egg case,54,Other skates
490,Bathyraja smirnovi,golden skate,54,Other skates
495,Bathyraja violacea,Okhotsk skate,54,Other skates
10008,Citharichthys sp.,sanddab unid.,52,Misc. Flatfish
10110,Atheresthes stomias,arrowtooth flounder,36,Arrowtooth
10111,Atheresthes sp.,,36,Arrowtooth
10112,Atheresthes evermanni,Kamchatka flounder,38,Kamchatka fl.
10115,Reinhardtius hippoglossoides,Greenland turbot,40,Gr. Turbot
10120,Hippoglossus stenolepis,Pacific halibut,42,P. Halibut
10130,Hippoglossoides elassodon,flathead sole,46,FH. Sole
10150,Lyopsetta exilis,slender sole,52,Misc. Flatfish
10160,Eopsetta jordani,petrale sole,52,Misc. Flatfish
10170,Parophrys vetulus,English sole,52,Misc. Flatfish
10180,Microstomus pacificus,Dover sole,50,Dover Sole
10200,Glyptocephalus zachirus,rex sole,51,Rex Sole
10210,Limanda aspera,yellowfin sole,44,YF. Sole
10220,Platichthys stellatus,starry flounder,52,Misc. Flatfish
10260,Lepidopsetta sp.,rock sole unid.,47,N. Rock sole
10261,Lepidopsetta polyxystra,northern rock sole,47,N. Rock sole
10262,Lepidopsetta bilineata,southern rock sole,48,S. Rock sole
10270,Isopsetta isolepis,butter sole,52,Misc. Flatfish
10285,Pleuronectes quadrituberculatus,Alaska plaice,49,AK Plaice
20000,Agonidae,poacher unid.,73,Misc. fish shallow
20004,Leptagonus sp.,,73,Misc. fish shallow
20005,Leptagonus leptorhynchus,longnose poacher,73,Misc. fish shallow
20006,Leptagonus frenatus,sawback poacher,73,Misc. fish shallow
20007,Leptagonus decagonus,Atlantic poacher,73,Misc. fish shallow
20015,Agonopsis vulsa,northern spearnose poacher,73,Misc. fish shallow
20018,Odontopyxis trispinosa,pygmy poacher,73,Misc. fish shallow
20034,Bathyagonus sp.,starsnout poacher unid.,73,Misc. fish shallow
20035,Bathyagonus alascanus,gray starsnout,73,Misc. fish shallow
20036,Bathyagonus infraspinatus,spinycheek starsnout,73,Misc. fish shallow
20038,Bathyagonus nigripinnis,blackfin poacher,73,Misc. fish shallow
20040,Podothecus accipenserinus,sturgeon poacher,73,Misc. fish shallow
20050,Aspidophoroides monopterygius,Aleutian alligatorfish,73,Misc. fish shallow
20055,Anoplagonus inermis,smooth alligatorfish,73,Misc. fish shallow
20071,Hypsagonus quadricornis,fourhorn poacher,73,Misc. fish shallow
20100,Alepocephalidae,slickhead unid.,59,Misc. fish deep
20202,Ammodytes sp.,sand lance unid.,81,Sandlance
20204,Ammodytes personatus,Pacific sand lance,81,Sandlance
20320,Anarrhichthys ocellatus,wolf-eel,73,Misc. fish shallow
20510,Anoplopoma fimbria,sablefish,56,Sablefish
20572,Nansenia candida,bluethroat argentine,84,Oth. pelagic smelt
20614,Bathylagidae,deepsea smelt unid.,78,Bathylagidae
20615,Bathylagus pacificus,Pacific blacksmelt,78,Bathylagidae
20619,Bathylagus sp.,blacksmelt unid.,78,Bathylagidae
20620,Bathylagus milleri,robust blacksmelt,78,Bathylagidae
20622,Leuroglossus schmidti,northern smoothtongue,78,Bathylagidae
20624,Bathylagus ochotensis,popeye blacksmelt,78,Bathylagidae
20660,Leuroglossus sp.,,78,Bathylagidae
20662,Leuroglossus stilbius,California smoothtongue,78,Bathylagidae
20700,Bathymasteridae,ronquil unid.,73,Misc. fish shallow
20702,Ronquilus jordani,northern ronquil,73,Misc. fish shallow
20712,Bathymaster caeruleofasciatus,Alaskan ronquil,73,Misc. fish shallow
20713,Bathymaster leurolepis,smallmouth ronquil,73,Misc. fish shallow
20720,Bathymaster signatus,searcher,73,Misc. fish shallow
20731,Rathbunella hypoplecta,smooth ronquil,73,Misc. fish shallow
20900,Ophidiidae,cusk-eel unid.,59,Misc. fish deep
20980,Ceratiidae,seadevils unid.,59,Misc. fish deep
21000,Chauliodontinae,viperfish unid.,59,Misc. fish deep
21010,Chauliodus macouni,Pacific viperfish,59,Misc. fish deep
21110,Clupea pallasii,Pacific herring,34,Herring
21200,Macrouridae,grenadier unid.,58,Grenadiers
21230,Coryphaenoides pectoralis,giant grenadier,58,Grenadiers
21232,Coryphaenoides cinereus,popeye grenadier,58,Grenadiers
21238,Coryphaenoides filifer,filamented grenadier,58,Grenadiers
21300,Cottidae,sculpin unid.,72,Other sculpins
21307,Icelinus sp.,,72,Other sculpins
21308,Thyriscus anoplus,sponge sculpin,72,Other sculpins
21311,Icelinus borealis,northern sculpin,72,Other sculpins
21313,Gymnocanthus sp.,,72,Other sculpins
21314,Gymnocanthus pistilliger,threaded sculpin,72,Other sculpins
21315,Gymnocanthus tricuspis,Arctic staghorn sculpin,72,Other sculpins
21316,Gymnocanthus galeatus,armorhead sculpin,72,Other sculpins
21320,Radulinus asprellus,slim sculpin,72,Other sculpins
21331,Artediellus sp.,,72,Other sculpins
21332,Artediellus miacanthus,bride sculpin,72,Other sculpins
21333,Artediellus pacificus,hookhorn sculpin,72,Other sculpins
21337,Bolinia euryptera,broadfin sculpin,72,Other sculpins
21338,Malacocottus aleuticus,whitetail sculpin,72,Other sculpins
21339,Malacocottus sp.,,72,Other sculpins
21340,Malacocottus kincaidi,blackfin sculpin,72,Other sculpins
21341,Malacocottus zonurus,darkfin sculpin,72,Other sculpins
21343,Hemilepidotus gilberti,banded Irish lord,71,Lg. Sculpins
21345,Hemilepidotus zapus,longfin Irish lord,71,Lg. Sculpins
21346,Hemilepidotus hemilepidotus,red Irish lord,71,Lg. Sculpins
21347,Hemilepidotus jordani,yellow Irish lord,71,Lg. Sculpins
21348,Hemilepidotus papilio,butterfly sculpin,71,Lg. Sculpins
21349,Archistes plumarius,plumed sculpin,72,Other sculpins
21350,Triglops sp.,,72,Other sculpins
21352,Triglops forficata,scissortail sculpin,72,Other sculpins
21353,Triglops metopias,highbrow sculpin,72,Other sculpins
21354,Triglops scepticus,spectacled sculpin,72,Other sculpins
21355,Triglops pingeli,ribbed sculpin,72,Other sculpins
21356,Triglops macellus,roughspine sculpin,72,Other sculpins
21359,Archistes biseriatus,scaled sculpin,72,Other sculpins
21360,Microcottus sellaris,brightbelly sculpin,72,Other sculpins
21368,Myoxocephalus scorpius,shorthorn (=warty) sculpin,71,Lg. Sculpins
21369,Myoxocephalus niger,warthead sculpin,71,Lg. Sculpins
21370,Myoxocephalus polyacanthocephalus,great sculpin,71,Lg. Sculpins
21371,Myoxocephalus jaok,plain sculpin,71,Lg. Sculpins
21375,Myoxocephalus sp.,,71,Lg. Sculpins
21377,Myoxocephalus quadricornis,fourhorn sculpin,72,Other sculpins
21380,Leptocottus armatus,Pacific staghorn sculpin,72,Other sculpins
21384,Enophrys sp.,,72,Other sculpins
21387,Enophrys lucasi,leister sculpin,72,Other sculpins
21388,Enophrys diceraus,antlered sculpin,72,Other sculpins
21390,Dasycottus setiger,spinyhead sculpin,72,Other sculpins
21393,Psychrolutes sp.,,72,Other sculpins
21394,Psychrolutes paradoxus,tadpole sculpin,72,Other sculpins
21395,Psychrolutes phrictus,blob sculpin,72,Other sculpins
21405,Nautichthys pribilovius,eyeshade sculpin,72,Other sculpins
21406,Nautichthys oculofasciatus,sailfin sculpin,72,Other sculpins
21415,Rhamphocottus richardsoni,grunt sculpin,72,Other sculpins
21420,Hemitripterus bolini,bigmouth sculpin,71,Lg. Sculpins
21422,Hemitripterus bolini egg,bigmouth sculpin egg,107,Fish Larvae
21429,Triglops xenostethus,scalybreasted sculpin,72,Other sculpins
21438,Icelus spiniger,thorny sculpin,72,Other sculpins
21439,Icelus canaliculatus,blacknose sculpin,72,Other sculpins
21440,Icelus euryops,wide-eye sculpin,72,Other sculpins
21441,Icelus spatula,spatulate sculpin,72,Other sculpins
21443,Icelus uncinalis,uncinate sculpin,72,Other sculpins
21444,Rastrinus scutiger,roughskin sculpin,72,Other sculpins
21445,Jordania zonope,longfin sculpin,72,Other sculpins
21446,Icelus sp.,,72,Other sculpins
21447,Paricelinus hopliticus,thornback sculpin,72,Other sculpins
21592,Trichodon trichodon,Pacific sandfish,83,Oth. managed forage
21594,Chiasmodontidae,swallowers,59,Misc. fish deep
21705,Gadidae,cod unid.,0,Gen fish
21720,Gadus macrocephalus,Pacific cod,32,P. Cod
21731,Antimora microlepis,Pacific flatnose,0,Gen fish
21740,Gadus chalcogrammus,walleye pollock,30,W. Pollock
21800,Gonostomatidae,bristlemouth unid.,83,Oth. managed forage
21805,Sigmops gracilis,slender fangjaw,83,Oth. managed forage
21810,Cyclothone sp.,,83,Oth. managed forage
21811,Cyclothone atraria,black bristlemouth,83,Oth. managed forage
21815,Cyclothone acclinidens,benttooth bristlemouth,83,Oth. managed forage
21900,Hexagrammidae,greenling unid.,70,Greenlings
21921,Pleurogrammus monopterygius,Atka mackerel,69,Atka mackerel
21931,Hexagrammos octogrammus,masked greenling,70,Greenlings
21934,Hexagrammos lagocephalus,rock greenling,70,Greenlings
21935,Hexagrammos decagrammus,kelp greenling,70,Greenlings
22170,Cyclopteridae,lumpsucker unid.,73,Misc. fish shallow
22173,Lethotremus sp.,,73,Misc. fish shallow
22175,Aptocyclus ventricosus,smooth lumpsucker,73,Misc. fish shallow
22176,Lethotremus muticus,docked snailfish,73,Misc. fish shallow
22177,Eumicrotremus birulai,round lumpsucker,73,Misc. fish shallow
22178,Eumicrotremus orbis,Pacific spiny lumpsucker,73,Misc. fish shallow
22180,Eumicrotremus gyrinops,Alaskan lumpsucker,73,Misc. fish shallow
22182,Eumicrotremus andriashevi,pimpled lumpsucker,73,Misc. fish shallow
22183,Eumicrotremus sp.,spiny lumpsuckers,73,Misc. fish shallow
22184,Eumicrotremus barbatus,papillose lumpsucker,73,Misc. fish shallow
22190,Eumicrotremus phrynoides,toad lumpsucker,73,Misc. fish shallow
22200,Liparidae,snailfish unid.,73,Misc. fish shallow
22201,Liparis sp.,,73,Misc. fish shallow
22204,Liparis dennyi,marbled snailfish,73,Misc. fish shallow
22205,Liparis gibbus,variegated snailfish,73,Misc. fish shallow
22206,Crystallichthys cyclospilus,blotched snailfish,73,Misc. fish shallow
22209,Liparis callyodon,spotted snailfish,73,Misc. fish shallow
22210,Liparis ochotensis,Okhotsk snailfish,73,Misc. fish shallow
22214,Elassodiscus sp.,,73,Misc. fish shallow
22215,Elassodiscus caudatus,humpback snailfish,73,Misc. fish shallow
22216,Elassodiscus tremebundus,blacklip snailfish,73,Misc. fish shallow
22217,Allocareproctus jordani,cherry snailfish,73,Misc. fish shallow
22218,Allocareproctus tanix,peach snailfish,73,Misc. fish shallow
22219,Careproctus sp.,,73,Misc. fish shallow
22220,Careproctus melanurus,blacktail snailfish,73,Misc. fish shallow
22223,Careproctus simus,proboscis snailfish,73,Misc. fish shallow
22224,Careproctus ectenes,shovelhead snailfish,73,Misc. fish shallow
22225,Careproctus canus,gray snailfish,73,Misc. fish shallow
22226,Careproctus phasma,monster snailfish,73,Misc. fish shallow
22228,Careproctus cypselurus,blackfin snailfish,73,Misc. fish shallow
22229,Careproctus furcellus,emarginate snailfish,73,Misc. fish shallow
22231,Paraliparis ulochir,broadfin snailfish,73,Misc. fish shallow
22232,Careproctus scottae,peachskin snailfish,73,Misc. fish shallow
22233,Careproctus gilberti,smalldisk snailfish,73,Misc. fish shallow
22234,Careproctus sp. cf. gilberti (Orr),dominator snailfish,73,Misc. fish shallow
22235,Careproctus colletti,Alaska snailfish,73,Misc. fish shallow
22236,Careproctus rastrinus,salmon snailfish,73,Misc. fish shallow
22239,Careproctus zachirus,paintbrush snailfish,73,Misc. fish shallow
22240,Careproctus candidus,bigeye snailfish,73,Misc. fish shallow
22241,Paraliparis dactylosus,red snailfish,73,Misc. fish shallow
22244,Paraliparis cephalus,swellhead snailfish,73,Misc. fish shallow
22245,Careproctus lycopersicus,tomato snailfish,73,Misc. fish shallow
22246,Careproctus comus,comic snailfish,73,Misc. fish shallow
22250,Paraliparis sp.,,73,Misc. fish shallow
22253,Lipariscus nanus,pygmy snailfish,73,Misc. fish shallow
22255,Nectoliparis pelagicus,tadpole snailfish,73,Misc. fish shallow
22256,Careproctus staufferi,wry snailfish,73,Misc. fish shallow
22263,Prognatholiparis ptychomandibularis,wrinkle-jaw snailfish,73,Misc. fish shallow
22270,Allocareproctus sp.,,73,Misc. fish shallow
22271,Acantholiparis opercularis,spiny snailfish,73,Misc. fish shallow
22272,Allocareproctus kallaion,combed snailfish,73,Misc. fish shallow
22273,Allocareproctus ungak,whiskered snailfish,73,Misc. fish shallow
22274,Allocareproctus unangas,goldeneye snailfish,73,Misc. fish shallow
22275,Careproctus faunus,mischievous snailfish,73,Misc. fish shallow
22285,Paraliparis albeolus,white snailfish,73,Misc. fish shallow
22300,Melamphaidae,bigscale unid.,59,Misc. fish deep
22310,Poromitra curilensis (=crassiceps),crested bigscale,59,Misc. fish deep
22311,Poromitra cristiceps,,59,Misc. fish deep
22320,Melamphaes lugubris,highsnout bigscale,59,Misc. fish deep
22400,Melanostomiinae,scaleless dragonfish unid.,59,Misc. fish deep
22410,Tactostoma macropus,longfin dragonfish,59,Misc. fish deep
22500,Merluccius productus,Pacific hake,0,Gen fish
22600,Myctophidae,lanternfish unid.,79,Myctophidae
22601,Stenobrachius sp.,,79,Myctophidae
22602,Stenobrachius leucopsarus,northern lampfish,79,Myctophidae
22603,Stenobrachius nannochir,garnet lampfish,79,Myctophidae
22609,Diaphus sp.,,79,Myctophidae
22610,Diaphus theta,California headlightfish,79,Myctophidae
22620,Lampanyctus sp.,,79,Myctophidae
22623,Nannobrachium ritteri,broadfin lanternfish,79,Myctophidae
22624,Nannobrachium regale,pinpoint lampfish,79,Myctophidae
22625,Lampanyctus jordani,brokenline lampfish,79,Myctophidae
22626,Nannobrachium sp.,,79,Myctophidae
22640,Hygophum reinhardtii,slender lanternfish,79,Myctophidae
22648,Protomyctophum sp.,,79,Myctophidae
22649,Protomyctophum thompsoni,northern flashlightfish,79,Myctophidae
22650,Tarletonbeania sp.,,79,Myctophidae
22651,Tarletonbeania crenularis,blue lanternfish,79,Myctophidae
22656,Symbolophorus californiensis,California lanternfish,79,Myctophidae
22701,Nemichthyidae,snipe eel unid.,59,Misc. fish deep
22704,Avocettina infans,blackline snipe eel,59,Misc. fish deep
22900,Oneirodidae,dreamer unid.,59,Misc. fish deep
22912,Oneirodes sp.,,59,Misc. fish deep
22913,Oneirodes acanthias,spiny dreamer,59,Misc. fish deep
22914,Oneirodes bulbosus,hairy-lure dreamer,59,Misc. fish deep
22951,Paralepididae,barracudina unid.,59,Misc. fish deep
22952,Magnisudis atlantica,duckbill barracudina,59,Misc. fish deep
23000,Osmeridae,smelt unid.,0,Gen fish
23010,Thaleichthys pacificus,eulachon,82,Eulachon
23041,Mallotus villosus,capelin,80,Capelin
23220,Oncorhynchus tshawytscha,chinook salmon,76,Salmon returning
23235,Oncorhynchus keta,chum salmon,76,Salmon returning
23562,Cololabis saira,Pacific saury,84,Oth. pelagic smelt
23603,Benthalbella dentata,northern pearleye,59,Misc. fish deep
23621,Scopelosaurus sp.,,59,Misc. fish deep
23622,Scopelosaurus adleri,Adler waryfish,59,Misc. fish deep
23657,Alepisaurus ferox,longnose lancetfish,59,Misc. fish deep
23710,Sagamichthys abei,shining tubeshoulder,59,Misc. fish deep
23791,Cryptacanthodes aleutensis,dwarf wrymouth,73,Misc. fish shallow
23792,Cryptacanthodes giganteus,giant wrymouth,73,Misc. fish shallow
23800,Stichaeidae,prickleback unid.,83,Oth. managed forage
23805,Lumpenus maculatus,daubed shanny,83,Oth. managed forage
23807,Lumpenus fabricii,slender eelblenny,83,Oth. managed forage
23808,Lumpenus sagitta,snake prickleback,83,Oth. managed forage
23836,Lumpenella longirostris,longsnout prickleback,83,Oth. managed forage
23840,Chirolophis sp.,,83,Oth. managed forage
23841,Chirolophis decoratus,decorated warbonnet,83,Oth. managed forage
23850,Poroclinus rothrocki,whitebarred prickleback,83,Oth. managed forage
23851,Chirolophis nugator,mosshead warbonnet,83,Oth. managed forage
23861,Bryozoichthys lysimus,nutcracker prickleback,83,Oth. managed forage
23862,Bryozoichthys marjorius,pearly prickleback,83,Oth. managed forage
23863,Bryozoichthys sp.,,83,Oth. managed forage
23958,Opisthoproctidae,spookfish unid.,59,Misc. fish deep
24001,Zaprora silenus,prowfish,73,Misc. fish shallow
24100,Zoarcidae,eelpout unid.,57,Eelpouts
24110,Bothrocara brunneum,twoline eelpout,57,Eelpouts
24111,Bothrocara pusillum,Alaska eelpout,57,Eelpouts
24130,Lycenchelys crotalinus,snakehead eelpout,57,Eelpouts
24150,Lycenchelys sp.,,57,Eelpouts
24152,Lycenchelys camchatica,Kamchatka eelpout,57,Eelpouts
24160,Lycodapus fierasfer,blackmouth eelpout,57,Eelpouts
24180,Lycodes sp.,,57,Eelpouts
24183,Lycodes akuugun,bicolor eelpout,57,Eelpouts
24185,Lycodes palearis,wattled eelpout,57,Eelpouts
24187,Lycodes concolor,ebony eelpout,57,Eelpouts
24191,Lycodes brevipes,shortfin eelpout,57,Eelpouts
24192,Gymnelus viridis,fish doctor,57,Eelpouts
24193,Gymnelus sp.,,57,Eelpouts
24195,Lycodes beringi,Bering eelpout,57,Eelpouts
24220,Bothrocara sp.,,57,Eelpouts
24230,Lycodapus sp.,,57,Eelpouts
24232,Lycodapus parviceps,smallhead eelpout,57,Eelpouts
24394,Puzanovia rubra,coral eelpout,57,Eelpouts
24395,Nalbantichthys elongatus,thinskin eelpout,57,Eelpouts
30010,Sebastolobus sp.,thornyhead unid.,67,Other Sebastes
30020,Sebastolobus alascanus,shortspine thornyhead,66,Shortspine Thorns
30025,Sebastolobus macrochir,broadfin thornyhead,67,Other Sebastes
30035,Adelosebastes latens,Aleutian scorpionfish,67,Other Sebastes
30040,Sebastes sp.,rockfish unid.,67,Other Sebastes
30050,(blank),rougheye and blackspotted rockfish unid.,65,Rougheye Rock
30051,Sebastes aleutianus,rougheye rockfish,65,Rougheye Rock
30052,Sebastes melanostictus,blackspotted rockfish,65,Rougheye Rock
30060,Sebastes alutus,Pacific ocean perch,60,POP
30100,Sebastes brevispinis,silvergray rockfish,67,Other Sebastes
30150,(blank),dusky and dark rockfishes unid.,63,Dusky Rock
30151,Sebastes ciliatus,dark rockfish,63,Dusky Rock
30152,Sebastes variabilis,dusky rockfish,63,Dusky Rock
30240,Sebastes flavidus,yellowtail rockfish,67,Other Sebastes
30330,Sebastes melanops,black rockfish,67,Other Sebastes
30360,Sebastes mystinus,blue rockfish,67,Other Sebastes
30420,Sebastes polyspinis,northern rockfish,62,Northern Rock
30430,Sebastes proriger,redstripe rockfish,67,Other Sebastes
30470,Sebastes ruberrimus,yelloweye rockfish,67,Other Sebastes
30475,Sebastes babcocki,redbanded rockfish,67,Other Sebastes
30535,Sebastes variegatus,harlequin rockfish,67,Other Sebastes
30560,Sebastes zacentrus,sharpchin rockfish,61,Sharpchin Rock
30576,Sebastes borealis,shortraker rockfish,64,Shortraker Rock
40001,Cnidaria,coelenterate unid.,0,Gen Cnidarian
40008,Campanulariidae,campanulariid hydroid,99,Hydroids
40009,Plumulariidae,plumulariid hydroids,99,Hydroids
40010,Hydrozoa,,0,Gen. Hydrozoa
40011,Hydroidolina,hydroid unid.,0,Gen. Hydrozoa
40012,Bonneviella sp. A (Clark 2006),champagne flute hydroid,99,Hydroids
40013,Bonneviella sp.,,99,Hydroids
40028,Aglaophenia sp.,,99,Hydroids
40034,Abietinaria sp.,,99,Hydroids
40035,Abietinaria greenei,bushy white hydroid,99,Hydroids
40036,Abietinaria sp. A (Clark 2006),white tangled hydroid,99,Hydroids
40049,Sertulariidae,Sertulariid hydroid,99,Hydroids
40500,Scyphozoa,jellyfish unid.,106,Scyphozoid Jellies
40501,Chrysaora sp.,chrysaora jellyfish,106,Scyphozoid Jellies
40502,Periphylla sp.,,106,Scyphozoid Jellies
40503,Periphylla periphylla,helmet jelly,106,Scyphozoid Jellies
40504,Chrysaora melanaster,,106,Scyphozoid Jellies
40505,Phacellophora camtschatica,egg yolk jelly,106,Scyphozoid Jellies
40506,Aequorea sp.,,106,Scyphozoid Jellies
40509,Phacellophora sp.,,106,Scyphozoid Jellies
40510,Atolla sp.,,106,Scyphozoid Jellies
40511,Aurelia sp.,,106,Scyphozoid Jellies
40512,Aurelia labiata,,106,Scyphozoid Jellies
40513,Aurelia aurita,,106,Scyphozoid Jellies
40515,Chrysaora fuscescens,sea nettle,106,Scyphozoid Jellies
40560,Cyanea sp.,,106,Scyphozoid Jellies
40561,Cyanea capillata,lion's mane,106,Scyphozoid Jellies
41000,Anthozoa,,0,UNID
41099,Octocorallia,,0,Gen. Anthozoa
41100,Alcyonacea,soft coral unid.,98,Corals
41102,Alcyonium sp.,,98,Corals
41104,Alcyonium sp. A (Clark 2006),pink orange mushroom coral,98,Corals
41105,Alcyonium sp. B (Clark 2006),,98,Corals
41201,Gersemia sp.,sea raspberry,98,Corals
41300,Anthomastus sp.,,98,Corals
41331,Anthomastus sp. A,red anthomastus,98,Corals
41332,Anthomastus sp. B,gray Anthomastus,98,Corals
41500,Gorgonacea,gorgonian coral unid.,98,Corals
41520,Primnoa sp.,,98,Corals
41521,Primnoa pacifica,,98,Corals
41522,Primnoa willeyi,red tree coral,98,Corals
41523,Primnoa resedaeformis,,98,Corals
41525,Antipatharia,black coral,98,Corals
41530,Chrysopathes speciosa,,98,Corals
41550,Parantipathes sp.,,98,Corals
41570,Swiftia sp.,,98,Corals
41571,Swiftia pacifica,,98,Corals
41573,Calcigorgia beringi,Bering red sea fan,98,Corals
41580,Paragorgia sp.,,98,Corals
41582,Paragorgia arborea,Kamchatka coral,98,Corals
41583,Paragorgia pacifica,,98,Corals
41584,Plexauridae,plexaurid corals,98,Corals
41585,Euplexaura sp.,,98,Corals
41586,Euplexaura marki,,98,Corals
41590,Alaskagorgia sp.,,98,Corals
41591,Alaskagorgia aleutiana,,98,Corals
41595,Cryogorgia koolsae,,98,Corals
41600,Callogorgia sp.,,98,Corals
41605,Parastenella sp. A (Clark 2006),sugar coral,98,Corals
41700,Calcigorgia sp.,,98,Corals
41701,Calcigorgia spiculifera,,98,Corals
41750,Clavularia sp.,,98,Corals
41751,Clavularia sp. cf. evagorgiacrustans (Bayer et al.),,98,Corals
41752,Clavularia incrustans,encrusting coral,98,Corals
42000,Pennatulacea,sea pen or sea whip unid.,101,Sea Pens
42001,Virgularia sp.,smoothstem seawhip,101,Sea Pens
42003,Virgulariidae,sea whip unid.,101,Sea Pens
42004,Stylatula sp.,slender seawhips,101,Sea Pens
42007,Protoptilum sp.,,101,Sea Pens
