"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","YEAR_ADDED","RACE.ebs","SCIENTIFIC.ebs","COMMON.ebs","ECOPATH_Num.ebs","ECOPATH_Name.ebs","EXPLORE_Name.ebs","RACE.goa","SCIENTIFIC.goa","COMMON.goa","ECOPATH_Num.goa","ECOPATH_Name.goa","RACE.ai","SCIENTIFIC.ai","COMMON.ai","ECOPATH_Num.ai","ECOPATH_Name.ai","PHYLUM_TAXON","CLASS_TAXON","ORDER_TAXON","FAMILY_TAXON","GENUS_TAXON","SPECIES_TAXON"
24120,"Bothrocara molle","soft eelpout",1984,NA,NA,NA,NA,NA,NA,24120,"Bothrocara molle","soft eelpout",54,"Eelpouts",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Bothrocara","molle"
24130,"Lycenchelys crotalinus","snakehead eelpout",1984,NA,NA,NA,NA,NA,NA,24130,"Lycenchelys crotalinus","snakehead eelpout",54,"Eelpouts",24130,"Lycenchelys crotalinus","snakehead eelpout",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycenchelys","crotalinus"
24140,"Lycodes cortezianus","bigfin eelpout",1984,NA,NA,NA,NA,NA,NA,24140,"Lycodes cortezianus","bigfin eelpout",54,"Eelpouts",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","cortezianus"
24150,"Lycenchelys sp.",NA,1984,NA,NA,NA,NA,NA,NA,24150,"Lycenchelys sp.","(blank)",54,"Eelpouts",24150,"Lycenchelys sp.","",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycenchelys",NA
24151,"Lycenchelys jordani","shortjaw eelpout",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycenchelys","jordani"
24152,"Lycenchelys camchatica","Kamchatka eelpout",1984,NA,NA,NA,NA,NA,NA,24152,"Lycenchelys camchatica","Kamchatka eelpout",54,"Eelpouts",24152,"Lycenchelys camchatica","Kamchatka eelpout",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycenchelys","camchatica"
24160,"Lycodapus fierasfer","blackmouth eelpout",1984,NA,NA,NA,NA,NA,NA,24160,"Lycodapus fierasfer","blackmouth eelpout",54,"Eelpouts",24160,"Lycodapus fierasfer","blackmouth eelpout",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodapus","fierasfer"
24170,"Lycodapus mandibularis","pallid eelpout",1984,NA,NA,NA,NA,NA,NA,24170,"Lycodapus mandibularis","pallid eelpout",54,"Eelpouts",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodapus","mandibularis"
24180,"Lycodes sp.",NA,1984,24180,"Lycodes sp.","(blank)",60,"eelpouts","Eelpouts",24180,"Lycodes sp.","(blank)",54,"Eelpouts",24180,"Lycodes sp.","",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes",NA
24181,"Lycodes rossi","threespot eelpout",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","rossi"
24184,"Lycodes raridens","marbled eelpout",1984,24184,"Lycodes raridens","marbled eelpout",60,"eelpouts","Eelpouts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","raridens"
24185,"Lycodes palearis","wattled eelpout",1984,24185,"Lycodes palearis","wattled eelpout",60,"eelpouts","Eelpouts",24185,"Lycodes palearis","wattled eelpout",54,"Eelpouts",24185,"Lycodes palearis","wattled eelpout",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","palearis"
24186,"Lycodes mucosus","saddled eelpout",1984,24186,"Lycodes mucosus","saddled eelpout",60,"eelpouts","Eelpouts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","mucosus"
23620,"Scopelosaurus harryi","scaly paperbone",1984,NA,NA,NA,NA,NA,NA,23620,"Scopelosaurus harryi","scaly paperbone",56,"Misc. fish deep",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Aulopiformes","Notosudidae","Scopelosaurus","harryi"
23621,"Scopelosaurus sp.",NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23621,"Scopelosaurus sp.","",59,"Misc. fish deep","Chordata","Actinopterygii","Aulopiformes","Notosudidae","Scopelosaurus",NA
23657,"Alepisaurus ferox","longnose lancetfish",1984,NA,NA,NA,NA,NA,NA,23657,"Alepisaurus ferox","longnose lancetfish",56,"Misc. fish deep",23657,"Alepisaurus ferox","longnose lancetfish",59,"Misc. fish deep","Chordata","Actinopterygii","Aulopiformes","Alepisauridae","Alepisaurus","ferox"
23700,"Platytroctidae","tubeshoulder unid.",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Argentiformes","Platytroctidae",NA,NA
23710,"Sagamichthys abei","shining tubeshoulder",1984,NA,NA,NA,NA,NA,NA,23710,"Sagamichthys abei","shining tubeshoulder",56,"Misc. fish deep",23710,"Sagamichthys abei","shining tubeshoulder",59,"Misc. fish deep","Chordata","Actinopterygii","Argentiformes","Platytroctidae","Sagamichthys","abei"
23791,"Cryptacanthodes aleutensis","dwarf wrymouth",1990,23791,"Lyconectes aleutensis","dwarf wrymouth",76,"misc_fish_shallow","Misc. fish shallow",23791,"Cryptacanthodes aleutensis","dwarf wrymouth",72,"Misc. fish shallow",23791,"Cryptacanthodes aleutensis","dwarf wrymouth",73,"Misc. fish shallow","Chordata","Actinopterygii","Perciformes","Cryptacanthodidae","Cryptacanthodes","aleutensis"
23792,"Cryptacanthodes giganteus","giant wrymouth",1990,23792,"Cryptacanthodes giganteus","giant wrymouth",76,"misc_fish_shallow","Misc. fish shallow",23792,"Cryptacanthodes giganteus","giant wrymouth",72,"Misc. fish shallow",23792,"Cryptacanthodes giganteus","giant wrymouth",73,"Misc. fish shallow","Chordata","Actinopterygii","Perciformes","Cryptacanthodidae","Cryptacanthodes","giganteus"
23800,"Stichaeidae","prickleback unid.",1984,23800,"Stichaeidae","prickleback unident.",86,"oth_managed_forage","Oth. managed forage",23800,"Stichaeidae","prickleback unid.",82,"Oth. managed forage",23800,"Stichaeidae","prickleback unid.",83,"Oth. managed forage","Chordata","Actinopterygii","Perciformes","Stichaeidae",NA,NA
23801,"Lumpenus sp.",NA,1984,23801,"Lumpenus sp.","(blank)",86,"oth_managed_forage","Oth. managed forage",23801,"Lumpenus sp.","(blank)",82,"Oth. managed forage",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Stichaeidae","Lumpenus",NA
23802,"Plectobranchus evides","bluebarred prickleback",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Stichaeidae","Plectobranchus","evides"
23803,"Eumesogrammus praecisus","fourline snakeblenny",1984,23803,"Eumesogrammus praecisus","fourline snakeblenny",86,"oth_managed_forage","Oth. managed forage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Stichaeidae","Eumesogrammus","praecisus"
23804,"Stichaeus punctatus","Arctic shanny",1984,23804,"Stichaeus punctatus","Arctic shanny",86,"oth_managed_forage","Oth. managed forage",23804,"Stichaeus punctatus","Arctic shanny",82,"Oth. managed forage",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Stichaeidae","Stichaeus","punctatus"
23805,"Leptoclinus maculatus","daubed shanny",1984,23805,"Lumpenus maculatus","daubed shanny",86,"oth_managed_forage","Oth. managed forage",23805,"Lumpenus maculatus","daubed shanny",82,"Oth. managed forage",23805,"Lumpenus maculatus","daubed shanny",83,"Oth. managed forage","Chordata","Actinopterygii","Perciformes","Stichaeidae","Lumpenus","maculatus"
23806,"Anisarchus medius","stout eelblenny",1984,23806,"Lumpenus medius","stout eelblenny",86,"oth_managed_forage","Oth. managed forage",23806,"Lumpenus medius","stout eelblenny",82,"Oth. managed forage",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Stichaeidae","Lumpenus","medius"
23807,"Lumpenus fabricii","slender eelblenny",1984,23807,"Lumpenus fabricii","slender eelblenny",86,"oth_managed_forage","Oth. managed forage",23807,"Lumpenus fabricii","slender eelblenny",82,"Oth. managed forage",23807,"Lumpenus fabricii","slender eelblenny",83,"Oth. managed forage","Chordata","Actinopterygii","Perciformes","Stichaeidae","Lumpenus","fabricii"
23808,"Lumpenus sagitta","snake prickleback",1984,23808,"Lumpenus sagitta","snake prickleback",86,"oth_managed_forage","Oth. managed forage",23808,"Lumpenus sagitta","snake prickleback",82,"Oth. managed forage",23808,"Lumpenus sagitta","snake prickleback",83,"Oth. managed forage","Chordata","Actinopterygii","Perciformes","Stichaeidae","Lumpenus","sagitta"
23809,"Acantholumpenus mackayi","pighead prickleback",1984,23809,"Acantholumpenus mackayi","pighead prickleback",86,"oth_managed_forage","Oth. managed forage",23809,"Acantholumpenus mackayi","pighead prickleback",82,"Oth. managed forage",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Stichaeidae","Acantholumpenus","mackayi"
23836,"Lumpenella longirostris","longsnout prickleback",1984,23836,"Lumpenella longirostris","longsnout prickleback",86,"oth_managed_forage","Oth. managed forage",23836,"Lumpenella longirostris","longsnout prickleback",82,"Oth. managed forage",23836,"Lumpenella longirostris","longsnout prickleback",83,"Oth. managed forage","Chordata","Actinopterygii","Perciformes","Stichaeidae","Lumpenella","longirostris"
23840,"Chirolophis sp.",NA,1991,23840,"Chirolophis sp.","(blank)",86,"oth_managed_forage","Oth. managed forage",23840,"Chirolophis sp.","(blank)",82,"Oth. managed forage",23840,"Chirolophis sp.","",83,"Oth. managed forage","Chordata","Actinopterygii","Perciformes","Stichaeidae","Chirolophis",NA
23841,"Chirolophis decoratus","decorated warbonnet",1984,23841,"Chirolophis decoratus","decorated warbonnet",86,"oth_managed_forage","Oth. managed forage",23841,"Chirolophis decoratus","decorated warbonnet",82,"Oth. managed forage",23841,"Chirolophis decoratus","decorated warbonnet",83,"Oth. managed forage","Chordata","Actinopterygii","Perciformes","Stichaeidae","Chirolophis","decoratus"
23843,"Chirolophis snyderi","bearded warbonnet",1989,23843,"Chirolophis snyderi","bearded warbonnet",86,"oth_managed_forage","Oth. managed forage",23843,"Chirolophis snyderi","bearded warbonnet",82,"Oth. managed forage",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Stichaeidae","Chirolophis","snyderi"
23850,"Poroclinus rothrocki","whitebarred prickleback",1984,23850,"Poroclinus rothrocki","whitebarred prickleback",86,"oth_managed_forage","Oth. managed forage",23850,"Poroclinus rothrocki","whitebarred prickleback",82,"Oth. managed forage",23850,"Poroclinus rothrocki","whitebarred prickleback",83,"Oth. managed forage","Chordata","Actinopterygii","Perciformes","Stichaeidae","Poroclinus","rothrocki"
23851,"Chirolophis nugator","mosshead warbonnet",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23851,"Chirolophis nugator","mosshead warbonnet",83,"Oth. managed forage","Chordata","Actinopterygii","Perciformes","Stichaeidae","Chirolophis","nugator"
23861,"Bryozoichthys lysimus","nutcracker prickleback",1984,NA,NA,NA,NA,NA,NA,23861,"Bryozoichthys lysimus","nutcracker prickleback",82,"Oth. managed forage",23861,"Bryozoichthys lysimus","nutcracker prickleback",83,"Oth. managed forage","Chordata","Actinopterygii","Perciformes","Stichaeidae","Bryozoichthys","lysimus"
23862,"Bryozoichthys marjorius","pearly prickleback",1984,NA,NA,NA,NA,NA,NA,23862,"Bryozoichthys marjorius","pearly prickleback",82,"Oth. managed forage",23862,"Bryozoichthys marjorius","pearly prickleback",83,"Oth. managed forage","Chordata","Actinopterygii","Perciformes","Stichaeidae","Bryozoichthys","marjorius"
23863,"Bryozoichthys sp.",NA,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23863,"Bryozoichthys sp.","",83,"Oth. managed forage","Chordata","Actinopterygii","Perciformes","Stichaeidae","Bryozoichthys",NA
23871,"Pholidae","gunnel unid.",1984,NA,NA,NA,NA,NA,NA,23871,"Pholidae","gunnel unid.",82,"Oth. managed forage",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Pholidae",NA,NA
23873,"Pholis laeta","crescent gunnel",1988,NA,NA,NA,NA,NA,NA,23873,"Pholis laeta","crescent gunnel",82,"Oth. managed forage",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","laeta"
23900,"Stromateidae","butterfish unid.",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Stromateidae",NA,NA
22951,"Paralepididae","barracudina unid.",1984,NA,NA,NA,NA,NA,NA,22951,"Paralepididae","barracudina unid.",56,"Misc. fish deep",22951,"Paralepididae","barracudina unid.",59,"Misc. fish deep","Chordata","Actinopterygii","Aulopiformes","Paralepididae",NA,NA
22952,"Magnisudis atlantica","duckbill barracudina",1984,NA,NA,NA,NA,NA,NA,22952,"Magnisudis atlantica","duckbill barracudina",56,"Misc. fish deep",22952,"Magnisudis atlantica","duckbill barracudina",59,"Misc. fish deep","Chordata","Actinopterygii","Aulopiformes","Paralepididae","Magnisudis","atlantica"
22955,"Lestidiops ringens","slender barracudina",1984,NA,NA,NA,NA,NA,NA,22955,"Lestidiops ringens","slender barracudina",56,"Misc. fish deep",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Aulopiformes","Paralepididae","Lestidiops","ringens"
22956,"Arctozenus risso","ribbon barracudina",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Aulopiformes","Paralepididae","Arctozenus","risso"
23000,"Osmeridae","smelt unid.",1984,23000,"Osmeridae","smelt unident.",0,"oth_pelagic_smelt","Oth. pelagic smelt",23000,"Osmeridae","smelt unid.",0,"Gen fish",23000,"Osmeridae","smelt unid.",0,"Gen fish","Chordata","Actinopterygii","Osmeriformes","Osmeridae",NA,NA
23010,"Thaleichthys pacificus","eulachon",1984,23010,"Thaleichthys pacificus","eulachon",85,"eulachon","Eulachon",23010,"Thaleichthys pacificus","eulachon",81,"Eulachon",23010,"Thaleichthys pacificus","eulachon",82,"Eulachon","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Thaleichthys","pacificus"
23020,"Hypomesus pretiosus","surf smelt",1984,NA,NA,NA,NA,NA,NA,23020,"Hypomesus pretiosus","surf smelt",83,"Oth. pelagic smelt",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Osmeriformes","Osmeridae","Hypomesus","pretiosus"
23030,"Allosmerus elongatus","whitebait smelt",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Osmeriformes","Osmeridae","Allosmerus","elongatus"
23041,"Mallotus catervarius (=villosus)","Pacific capelin",1984,23041,"Mallotus villosus","capelin",83,"capelin","Capelin",23041,"Mallotus villosus","capelin",79,"Capelin",23041,"Mallotus villosus","capelin",80,"Capelin","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Mallotus","villosus"
23055,"Osmerus mordax","rainbow smelt",1984,23055,"Osmerus mordax","rainbow smelt",87,"oth_pelagic_smelt","Oth. pelagic smelt",23055,"Osmerus mordax","rainbow smelt",83,"Oth. pelagic smelt",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Osmeriformes","Osmeridae","Osmerus","mordax"
23060,"Spirinchus starksi","night smelt",1984,NA,NA,NA,NA,NA,NA,23060,"Spirinchus starksi","night smelt",83,"Oth. pelagic smelt",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Osmeriformes","Osmeridae","Spirinchus","starksi"
23061,"Spirinchus thaleichthys","longfin smelt",1984,NA,NA,NA,NA,NA,NA,23061,"Spirinchus thaleichthys","longfin smelt",83,"Oth. pelagic smelt",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Osmeriformes","Osmeridae","Spirinchus","thaleichthys"
23071,"Hypomesus olidus","pond smelt",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Osmeriformes","Osmeridae","Hypomesus","olidus"
23201,"Salmonidae","salmon and trouts unid.",1984,23201,"Salmonidae","salmon and trouts unid.",79,"salmon_returning","Salmon returning",23201,"Salmonidae","salmon and trouts unid.",75,"Salmon returning",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Salmoniformes","Salmonidae",NA,NA
23220,"Oncorhynchus tshawytscha","chinook salmon",1984,23220,"Oncorhynchus tshawytscha","chinook salmon",79,"salmon_returning","Salmon returning",23220,"Oncorhynchus tshawytscha","chinook salmon",75,"Salmon returning",23220,"Oncorhynchus tshawytscha","chinook salmon",76,"Salmon returning","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha"
23225,"Oncorhynchus kisutch","coho salmon",1984,23225,"Oncorhynchus kisutch","coho salmon",79,"salmon_returning","Salmon returning",23225,"Oncorhynchus kisutch","coho salmon",75,"Salmon returning",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","kisutch"
23230,"Oncorhynchus gorbuscha","pink salmon",1984,23230,"Oncorhynchus gorbuscha","pink salmon",79,"salmon_returning","Salmon returning",23230,"Oncorhynchus gorbuscha","pink salmon",75,"Salmon returning",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","gorbuscha"
23235,"Oncorhynchus keta","chum salmon",1984,23235,"Oncorhynchus keta","chum salmon",79,"salmon_returning","Salmon returning",23235,"Oncorhynchus keta","chum salmon",75,"Salmon returning",23235,"Oncorhynchus keta","chum salmon",76,"Salmon returning","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","keta"
23240,"Oncorhynchus nerka","sockeye salmon",1984,23240,"Oncorhynchus nerka","sockeye salmon",79,"salmon_returning","Salmon returning",23240,"Oncorhynchus nerka","sockeye salmon",75,"Salmon returning",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","nerka"
23250,"Salvelinus alpinus","Arctic char",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","alpinus"
23252,"Salvelinus malma","Dolly Varden",1984,23252,"Salvelinus malma","Dolly Varden",79,"salmon_returning","Salmon returning",23252,"Salvelinus malma","Dolly Varden",75,"Salmon returning",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","malma"
23260,"Oncorhynchus mykiss","steelhead",1984,23260,"Onchorynchus mykiss","steelhead",79,"salmon_returning","Salmon returning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss"
23310,"Coregonus laurettae","Bering cisco",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Coregonus","laurettae"
23402,"Genyonemus lineatus","white croaker",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Sciaenidae","Genyonemus","lineatus"
23500,"Scombridae","mackerel unid.",1987,NA,NA,NA,NA,NA,NA,23500,"Scombridae","mackerel unid.",0,"Gen fish",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Scombridae",NA,NA
23524,"Scomber japonicus","chub mackerel",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Scombridae","Scomber","japonicus"
24230,"Lycodapus sp.",NA,1984,NA,NA,NA,NA,NA,NA,24230,"Lycodapus sp.","(blank)",54,"Eelpouts",24230,"Lycodapus sp.","",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodapus",NA
24232,"Lycodapus parviceps","smallhead eelpout",1984,NA,NA,NA,NA,NA,NA,24232,"Lycodapus parviceps","smallhead eelpout",54,"Eelpouts",24232,"Lycodapus parviceps","smallhead eelpout",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodapus","parviceps"
24233,"Lycodapus grossidens","bigtooth eelpout",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodapus","grossidens"
24393,"Melanostigma pammelas","midwater eelpout",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Melanostigma","pammelas"
24394,"Puzanovia rubra","coral eelpout",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24394,"Puzanovia rubra","coral eelpout",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae","Puzanovia","rubra"
24404,"Gibbonsia metzi","striped kelpfish",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Clinidae","Gibbonsia","metzi"
25100,"Acipenseridae","sturgeon unid.",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Acipenseriformes","Acipenseridae",NA,NA
25120,"Acipenser medirostris","green sturgeon",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser","medirostris"
26050,"Malacosteinae","loosejaw unid.",1987,NA,NA,NA,NA,NA,NA,26050,"Malacosteinae","loosejaw unid.",56,"Misc. fish deep",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Stomiiformes","Stomiidae",NA,NA
26053,"Aristostomias scintillans","shining loosejaw",1984,NA,NA,NA,NA,NA,NA,26053,"Aristostomias scintillans","shining loosejaw",56,"Misc. fish deep",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Stomiiformes","Stomiidae","Aristostomias","scintillans"
27020,"Lampris guttatus","opah",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Lampridiformes","Lamprididae","Lampris","guttatus"
27028,"Stylephorus chordatus","tube-eye",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Lampridiformes","Stylephoridae","Stylephorus","chordatus"
27050,"Synodontidae","lizardfish unid.",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Aulopiformes","Synodontidae",NA,NA
21373,"Myoxocephalus stelleri","frog sculpin",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","stelleri"
21375,"Myoxocephalus sp.",NA,1984,21375,"Myoxocephalus sp.","(blank)",74,"lg_sculpins","Lg. Sculpins",21375,"Myoxocephalus sp.","(blank)",70,"Lg. Sculpins",21375,"Myoxocephalus sp.","",71,"Lg. Sculpins","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus",NA
21376,"Megalocottus platycephalus","belligerent sculpin",1984,21376,"Megalocottus platycephalus","belligerent sculpin",75,"oth_sculpins","Other sculpins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Megalocottus","platycephalus"
21377,"Myoxocephalus quadricornis","fourhorn sculpin",1984,21377,"Myoxocephalus quadricornis","fourhorn sculpin",75,"oth_sculpins","Other sculpins",21377,"Myoxocephalus quadricornis","fourhorn sculpin",71,"Other sculpins",21377,"Myoxocephalus quadricornis","fourhorn sculpin",72,"Other sculpins","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","quadricornis"
21378,"Myoxocephalus scorpioides","Arctic sculpin",1984,21378,"Myoxocephalus scorpioides","Arctic sculpin",75,"oth_sculpins","Other sculpins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","scorpioides"
21380,"Leptocottus armatus","Pacific staghorn sculpin",1984,21380,"Leptocottus armatus","Pacific staghorn sculpin",75,"oth_sculpins","Other sculpins",21380,"Leptocottus armatus","Pacific staghorn sculpin",71,"Other sculpins",21380,"Leptocottus armatus","Pacific staghorn sculpin",72,"Other sculpins","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Leptocottus","armatus"
21383,"Psychrolutes sigalutes","soft sculpin",1984,NA,NA,NA,NA,NA,NA,21383,"Gilbertidia sigalutes","soft sculpin",71,"Other sculpins",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Psychrolutidae","Gilbertidia","sigalutes"
