"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","YEAR_ADDED","RACE.ebs","SCIENTIFIC.ebs","COMMON.ebs","ECOPATH_Num.ebs","ECOPATH_Name.ebs","EXPLORE_Name.ebs","RACE.goa","SCIENTIFIC.goa","COMMON.goa","ECOPATH_Num.goa","ECOPATH_Name.goa","RACE.ai","SCIENTIFIC.ai","COMMON.ai","ECOPATH_Num.ai","ECOPATH_Name.ai","PHYLUM_TAXON","CLASS_TAXON","ORDER_TAXON","FAMILY_TAXON","GENUS_TAXON","SPECIES_TAXON"
82676,"Brisaster owstoni",NA,2003,NA,NA,NA,NA,NA,NA,82676,"Brisaster owstoni","(blank)",91,"Urchins dollars cucumbers",NA,NA,NA,NA,NA,"Echinodermata","Echinoidea","Spatangoida","Schizasteridae","Brisaster","owstoni"
91075,"Polymastia pacifica","orange nipple-ball sponge",2003,NA,NA,NA,NA,NA,NA,91075,"Polymastia pacifica","(blank)",101,"Sponges",91075,"Polymastia pacifica","orange nipple-ball sponge",102,"Sponges","Porifera","Demospongiae","Hadromerida","Polymastiidae","Polymastia","pacifica"
66059,"Pandalopsis sp.",NA,2003,NA,NA,NA,NA,NA,NA,66059,"Pandalopsis sp.","(blank)",87,"Pandalidae",66059,"Pandalopsis sp.","",88,"Pandalidae","Arthropoda","Malacostraca","Decapoda","Pandalidae","Pandalopsis",NA
69094,"Pagurus quaylei",NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","quaylei"
80811,"Astropectinidae",NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Echinodermata","Asteroidea","Paxillosida","Astropectinidae",NA,NA
80159,"Asteriidae",NA,2003,NA,NA,NA,NA,NA,NA,80159,"Asteriidae","",89,"Sea stars",NA,NA,NA,NA,NA,"Echinodermata","Asteroidea","Forcipulatida","Asteriidae",NA,NA
80165,"Astrometis sp.",NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Astrometis",NA
71017,"Acanthodoris brunnea","cedar-scented dorid",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Nudibranchia","Onchidorididae","Acanthodoris","brunnea"
41591,"Alaskagorgia aleutiana",NA,2004,NA,NA,NA,NA,NA,NA,41591,"Alaskagorgia aleutiana","(blank)",97,"Corals",41591,"Alaskagorgia aleutiana","",98,"Corals","Cnidaria","Anthozoa","Alcyonacea","Plexauridae","Alaskagorgia","aleutiana"
483,"Bathyraja mariposa","butterfly skate",2004,NA,NA,NA,NA,NA,NA,483,"Bathyraja mariposa","butterfly skate",49,"Other skates",483,"Bathyraja mariposa","butterfly skate",54,"Other skates","Chordata","Chondrichthyes","Rajiformes","Rajidae","Bathyraja","mariposa"
22111,"Idiacanthus sp.",NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Stomiiformes","Stomiidae","Idiacanthus",NA
22218,"Allocareproctus tanix","peach snailfish",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22218,"Allocareproctus tanix","peach snailfish",73,"Misc. fish shallow","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Allocareproctus","tanix"
22234,"Careproctus sp. cf. gilberti (Orr)","dominator snailfish",2004,NA,NA,NA,NA,NA,NA,22234,"Careproctus sp. cf. gilberti (Orr)","dominator snailfish",72,"Misc. fish shallow",22234,"Careproctus sp. cf. gilberti (Orr)","dominator snailfish",73,"Misc. fish shallow","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Careproctus","sp. cf. gilberti (Orr)"
24112,"Bothrocara zestum","western eelpout",2004,NA,NA,NA,NA,NA,NA,24112,"Bothrocara zestum","western eelpout",54,"Eelpouts",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Bothrocara","zestum"
24183,"Lycodes akuugun","bicolor eelpout",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24183,"Lycodes akuugun","bicolor eelpout",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","akuugun"
40040,"Tubulariidae","tubulariid hydroids",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cnidaria","Hydrozoa","Anthoathecatae",NA,"Tubulariidae",NA
41584,"Plexauridae","plexaurid corals",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41584,"Plexauridae","plexaurid corals",98,"Corals","Cnidaria","Anthozoa","Alcyonacea","Plexauridae",NA,NA
43224,"Epizoanthus scotinus","orange zooanthid",2004,NA,NA,NA,NA,NA,NA,43224,"Epizoanthus scotinus","orange zooanthid",97,"Corals",NA,NA,NA,NA,NA,"Cnidaria","Anthozoa","Zoanthidea","Epizoanthidae","Epizoanthus","scotinus"
65207,"Balanus crenatus",NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Maxillopoda","Sessilia","Balanidae","Balanus","crenatus"
66034,"Pandalus sp. cf. tridens (CAS)",NA,2004,66034,"(blank)","Pandalus sp. cf. tridens (CAS)",91,"pandalid","Pandalidae",NA,NA,NA,NA,NA,66034,"Pandalus sp. cf. tridens (CAS)","",88,"Pandalidae","Arthropoda","Malacostraca","Decapoda","Pandalidae","Pandalus","sp. cf. tridens (CAS)"
66167,"Spirontocaris sp. cf. lamellicornis",NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Hippolytidae","Spirontocaris","sp. cf. lamellicornis"
66516,"Crangon sp. cf. communis (CAS)",NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon","sp. cf. communis (CAS)"
66616,"Argis sp. cf. ovifer (CAS)",NA,2004,NA,NA,NA,NA,NA,NA,66616,"Argis sp. cf. ovifer (CAS)","",88,"NP shrimp",NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Crangonidae","Argis","sp. cf. ovifer (CAS)"
66617,"Argis sp. cf. crassa (CAS)",NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Crangonidae","Argis","sp. cf. crassa (CAS)"
68575,"Chionoecetes japonicus","Japanese Tanner crab",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Oregoniidae","Chionoecetes","japonicus"
69199,"Parapagurus sp.",NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Parapaguridae","Parapagurus",NA
69905,"Hedgpethia sp.",NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Pycnogonida","Pantopoda","Colossendeidae","Hedgpethia",NA
71406,"Lottiidae","thumbnails",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Patellogastropoda","Lottiidae",NA,NA
71639,"Calyptraeidae","slippersnails",2004,71639,"Calyptraeidae","slippersnails",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Calyptraeidae",NA,NA
72306,"Trichotropis cancellata",NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Capulidae","Trichotropis","cancellata"
72401,"Boreotrophon beringi","Bering trophon",2004,72401,"Bering trophon","Boreotrophon beringi",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Muricidae","Boreotrophon","beringi"
72408,"Scabrotrophon kamchatkanus","Kamchatka trophon",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Muricidae","Boreotrophon","kamchatkanus"
78022,"Japetella diaphana",NA,2004,NA,NA,NA,NA,NA,NA,78022,"Japetella diaphana","(blank)",73,"Octopi ",78022,"Japetella diaphana","",74,"Octopi ","Mollusca","Cephalopoda","Octopoda","Bolitaenidae","Japetella","diaphana"
78301,"Opisthoteuthis sp. cf. californiana (Jorgensen)",NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Cephalopoda","Octopoda","Opisthoteuthidae","Opisthoteuthis","sp. cf. californiana (Jorgensen)"
78353,"Graneledone sp. cf. boreopacifica (Nesis)",NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Cephalopoda","Octopoda","Octopodidae","Graneledone","sp. cf. boreopacifica (Nesis)"
79253,"Gonatopsis sp. cf. japonica (Kubodera and Okutani)",NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Cephalopoda","Oegopsida","Gonatidae","Gonatopsis","sp. cf. japonicus (Kubodera and Okutani)"
97010,"Hemithyrididae","hemithyrid brachiopods",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brachiopoda","Articulata","Rhynchonellida","Hemithyrididae",NA,NA
98110,"Polycitoridae","polycitorid tunicates",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Ascidiacea","Enterogona","Polycitoridae",NA,NA
98308,"Corellidae","corellid tunicates",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Ascidiacea","Enterogona","Corellidae",NA,NA
98304,"Cionidae","cionid tunicates",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Ascidiacea","Enterogona","Cionidae",NA,NA
20577,"Antherinopsis californiensis","jacksmelt",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Atherinopsis","californiensis"
20803,"Batrachoididae","toadfishes",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Batrachoidiformes","Batrachoididae",NA,NA
68012,"Cancer anthonyi","yellow cancer crab",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","anthonyi"
81094,"Crossaster sp. B (Clark)","pink rose star",2005,NA,NA,NA,NA,NA,NA,81094,"Crossaster sp. B (Clark)","pink rose star",89,"Sea stars",81094,"Crossaster sp. B (Clark)","pink rose star",90,"Sea stars","Echinodermata","Asteroidea","Spinulosida","Solasteridae","Crossaster","sp. B (Clark)"
81121,"Lophaster sp. A (Clark)",NA,2005,NA,NA,NA,NA,NA,NA,81121,"Lophaster sp. A (Clark)","(blank)",89,"Sea stars",81121,"Lophaster sp. A (Clark)","",90,"Sea stars","Echinodermata","Asteroidea","Spinulosida",NA,"Lophaster","sp. A (Clark)"
81122,"Lophaster sp. B (Clark)",NA,2005,NA,NA,NA,NA,NA,NA,81122,"Lophaster sp. B (Clark)","(blank)",89,"Sea stars",NA,NA,NA,NA,NA,"Echinodermata","Asteroidea","Spinulosida",NA,"Lophaster","sp. B (Clark)"
81317,"Pteraster willsi",NA,2005,NA,NA,NA,NA,NA,NA,81317,"Pteraster sp. C (Clark)","(blank)",89,"Sea stars",81317,"Pteraster willsi","",90,"Sea stars","Echinodermata","Asteroidea","Spinulosida","Pterasteridae","Pteraster","willsi"
81318,"Pteraster sp. D (Clark)",NA,2005,81318,"Pteraster sp. D (Clark)","(blank)",93,"sea_stars","Sea stars",NA,NA,NA,NA,NA,81318,"Pteraster sp. D (Clark)","",90,"Sea stars","Echinodermata","Asteroidea","Spinulosida","Pterasteridae","Pteraster","sp. D (Clark)"
81319,"Pteraster sp. E (Clark)",NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Echinodermata","Asteroidea","Spinulosida","Pterasteridae","Pteraster","sp. E (Clark)"
81323,"Pteraster sp. F (Clark)",NA,2005,81323,"Pteraster sp. F (Clark)","",93,"sea_stars","Sea stars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Echinodermata","Asteroidea","Spinulosida","Pterasteridae","Pteraster","sp. F (Clark)"
81829,"Leptychaster anomalus",NA,2005,81829,"Leptychaster anomalus","(blank)",93,"sea_stars","Sea stars",81829,"Leptychaster anomalus","(blank)",89,"Sea stars",81829,"Leptychaster anomalus","",90,"Sea stars","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Leptychaster","anomalus"
81909,"Cheiraster sp. A (Clark 2006)","Aleutian fragile sea star",2005,NA,NA,NA,NA,NA,NA,81909,"Cheiraster sp. A (Clark 2006)","Aleutian fragile sea star",89,"Sea stars",81909,"Cheiraster sp. A (Clark 2006)","Aleutian fragile sea star",90,"Sea stars","Echinodermata","Asteroidea","Notomyotida","Benthopectinidae","Cheiraster","sp. A (Clark, 2006)"
82101,"Anteliaster nannodes",NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82101,"Anteliaster nannodes","",90,"Sea stars","Echinodermata","Asteroidea","Forcipulatida","Pedicellasteridae","Anteliaster","nannodes"
85080,"Chiridota sp.",NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85080,"Chiridota sp.","",92,"Urchins dollars cucumbers","Echinodermata","Holothuroidea","Apodida","Chiridotidae","Chiridota",NA
85289,"Synallactes sp.",NA,2005,85289,"Synallactes sp.","",95,"urchins_dollars_cucs","Urchins dollars cucumbers",85289,"Synallactes sp.","(blank)",91,"Urchins dollars cucumbers",85289,"Synallactes sp.","",92,"Urchins dollars cucumbers","Echinodermata","Holothuroidea","Aspidochirotida","Synallactidae","Synallactes",NA
91047,"Geodia sp.",NA,2005,NA,NA,NA,NA,NA,NA,91047,"Geodia sp.","(blank)",101,"Sponges",91047,"Geodia sp.","",102,"Sponges","Porifera","Demospongiae","Astrophorida","Geodiidae","Geodia",NA
91081,NA,"yellow papillate sponge",2005,NA,NA,NA,NA,NA,NA,91081,"(blank)","yellow papillate sponge",101,"Sponges",91081,"(blank)","yellow papillate sponge",102,"Sponges","Porifera",NA,NA,NA,NA,NA
91091,"Neoesperiopsis sp.",NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91091,"Neoesperiopsis sp.","",102,"Sponges","Porifera","Demospongiae","Poecilosclerida","Isodictyidae","Neoesperiopsis",NA
91705,"Geodinella lendenfeldi","calcareous finger sponge",2005,NA,NA,NA,NA,NA,NA,91705,"Geodinella lendenfeldi","calcareous finger sponge",101,"Sponges",91705,"Geodinella lendenfeldi","calcareous finger sponge",102,"Sponges","Porifera","Demospongiae","Astrophorida","Geodiidae","Geodinella","lendenfeldi"
91701,"Staurocalyptus sp.",NA,2005,NA,NA,NA,NA,NA,NA,91701,"Staurocalyptus sp.","(blank)",101,"Sponges",91701,"Staurocalyptus sp.","",102,"Sponges","Porifera","Hexactinellida","Lyssacinosida","Rossellidae","Staurocalyptus",NA
22256,"Careproctus staufferi","wry snailfish",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22256,"Careproctus staufferi","wry snailfish",73,"Misc. fish shallow","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Careproctus","staufferi"
40015,NA,"pussywillow hydroid",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cnidaria","Hydrozoa",NA,NA,NA,NA
41521,"Primnoa pacifica",NA,2005,NA,NA,NA,NA,NA,NA,41521,"Primnoa pacifica","(blank)",97,"Corals",41521,"Primnoa pacifica","",98,"Corals","Cnidaria","Anthozoa","Alcyonacea","Primnoidae","Primnoa","pacifica"
42016,"Ptilosarcus sp.",NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42016,"Ptilosarcus sp.","",101,"Sea Pens","Cnidaria","Anthozoa","Pennatulacea","Pennatulidae","Ptilosarcus",NA
44021,"Caryophyllia sp. A",NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44021,"Caryophyllia sp. A","",98,"Corals","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Caryophyllia","sp. A"
62001,"Arcturidae",NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62001,"Arcturidae","",95,"Misc. Crustacean","Arthropoda","Malacostraca","Isopoda","Arcturidae",NA,NA
71742,"Japelion sp. A",NA,2005,NA,NA,NA,NA,NA,NA,71742,"Japelion sp. A","(blank)",92,"Snails",71742,"Japelion sp. A","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Japelion","sp. A"
71743,"Japelion sp. B",NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Japelion","sp. B"
71767,"Volutopsius sp. A (McLean and Clark)",NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71767,"Volutopsius sp. A (McLean and Clark)","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Volutopsius","sp. A (McLean & Clark)"
71768,"Volutopsius sp. B (McLean and Clark)",NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Volutopsius","sp. B (McLean & Clark)"
71781,"Beringius incisus",NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Beringius","incisus"
71782,"Beringius sp. C (McLean and Clark)",NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71782,"Beringius sp. C (McLean and Clark)","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Beringius","sp. C (McLean and Clark)"
71783,"Beringius sp. D (McLean and Clark)",NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71783,"Beringius sp. D (McLean and Clark)","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Beringius","sp. D (McLean and Clark)"
71784,"Beringius sp. E (McLean and Clark)",NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Beringius","sp. E (McLean and Clark)"
71785,"Beringius sp. F (McLean and Clark)",NA,2005,71785,"(blank)","Beringius sp. F (McLean & Clark)",96,"snails","Snails",71785,"Beringius sp. F (McLean and Clark)","(blank)",92,"Snails",71785,"Beringius sp. F (McLean and Clark)","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Beringius","sp. F (McLean and Clark)"
71786,"Beringius sp. G (McLean and Clark)",NA,2005,NA,NA,NA,NA,NA,NA,71786,"Beringius sp. G (McLean and Clark)","(blank)",92,"Snails",71786,"Beringius sp. G (McLean and Clark)","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Beringius","sp. G (McLean and Clark)"
71787,"Beringius rotundus","rotund whelk",2005,71787,"Beringius rotundus","rotund whelk",96,"snails","Snails",71787,"Beringius rotundus","rotund whelk",92,"Snails",71787,"Beringius rotundus","Rotund Whelk",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Beringius","rotundus"
71788,"Beringius sp. H (McLean and Clark)",NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71788,"Beringius sp. H (McLean and Clark)","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Beringius","sp. H (McLean and Clark)"
71789,"Beringius sp. I (McLean and Clark)",NA,2005,NA,NA,NA,NA,NA,NA,71789,"Beringius sp. I (McLean and Clark)","(blank)",92,"Snails",71789,"Beringius sp. I (McLean and Clark)","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Beringius","sp. I (McLean and Clark)"
71792,"Beringius sp. J (McLean and Clark)",NA,2005,71792,"Beringius sp. J (McLean & Clark)","(blank)",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Beringius","sp. J (McLean and Clark)"
71793,"Beringius sp. K (McLean and Clark)",NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Beringius","sp. K (McLean and Clark)"
71887,"Neptunea sp. A (McLean and Clark)",NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71887,"Neptunea sp. A (McLean and Clark)","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Neptunea","sp. A (McLean and Clark)"
27051,"Synodus lucioceps","California lizardfish",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Aulopiformes","Synodontidae","Synodus","lucioceps"
28532,"Howella sherborni","Sherborn cardinalfish",1994,NA,NA,NA,NA,NA,NA,28532,"Howella sherborni","Sherborn's cardinalfish",56,"Misc. fish deep",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Howellidae","Howella","sherborni"
29990,"Eurypharynx pelecanoides","umbrellamouth gulper",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Saccopharyngiformes","Eurypharyngidae","Eurypharynx","pelecanoides"
29999,NA,"roundfish unid.",1984,29999,"(blank)","roundfish unident.",0,"gen_roundfish","Gen Roundfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii",NA,NA,NA,NA
30000,"Scorpaenidae","scorpionfish and rockfish unid.",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae",NA,NA
30010,"Sebastolobus sp.","thornyhead unid.",1984,NA,NA,NA,NA,NA,NA,30010,"Sebastolobus sp.","thornyhead unid.",66,"Other Sebastes",30010,"Sebastolobus sp.","thornyhead unid.",67,"Other Sebastes","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastolobus",NA
30020,"Sebastolobus alascanus","shortspine thornyhead",1984,NA,NA,NA,NA,NA,NA,30020,"Sebastolobus alascanus","shortspine thornyhead",65,"Shortspine Thorns",30020,"Sebastolobus alascanus","shortspine thornyhead",66,"Shortspine Thorns","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastolobus","alascanus"
30025,"Sebastolobus macrochir","broadfin thornyhead",1984,NA,NA,NA,NA,NA,NA,30025,"Sebastolobus macrochir","broadfin thornyhead",66,"Other Sebastes",30025,"Sebastolobus macrochir","broadfin thornyhead",67,"Other Sebastes","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastolobus","macrochir"
23911,"Peprilus simillimus","Pacific pompano",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Stromateidae","Peprilus","simillimus"
23915,"Icichthys lockingtoni","medusafish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Centrolophidae","Icichthys","lockingtoni"
23932,"Trachipterus altivelis","king-of-the-salmon",1984,23932,"Trachipterus altivelis","king-of-the-salmon",76,"misc_fish_shallow","Misc. fish shallow",23932,"Trachipterus altivelis","king-of-the-salmon",72,"Misc. fish shallow",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Lampridiformes","Trachipteridae","Trachipterus","altivelis"
23944,"Aphanopus arigato","Pacific black scabbardfish",1984,NA,NA,NA,NA,NA,NA,23944,"Aphanopus arigato","Pacific black scabbardfish",56,"Misc. fish deep",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Trichiuridae","Aphanopus","arigato"
23945,"Lepidopus fitchi","scabbardfish",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Trichiuridae","Lepidopus","fitchi"
23950,"Anguilliformes","eel unid.",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Anguilliformes",NA,NA,NA
23952,NA,"leptocephalus unid.",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Anguilliformes",NA,NA,NA
23960,"Dolichopteryx sp.",NA,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Argentiformes","Opisthoproctidae","Dolichopteryx",NA
23961,"Dolichopteryx longipes","brownsnout spookfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Argentiformes","Opisthoproctidae","Dolichopteryx","longipes"
23962,"Macropinna microstoma","barreleye",1984,NA,NA,NA,NA,NA,NA,23962,"Macropinna microstoma","barreleye",56,"Misc. fish deep",23962,"Macropinna microstoma","Barreleye",59,"Misc. fish deep","Chordata","Actinopterygii","Argentiformes","Opisthoproctidae","Macropinna","microstoma"
23963,"Bathylychnops sp.",NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Argentiformes","Opisthoproctidae","Bathylychnops",NA
24001,"Zaprora silenus","prowfish",1984,24001,"Zaprora silenus","prowfish",76,"misc_fish_shallow","Misc. fish shallow",24001,"Zaprora silenus","prowfish",72,"Misc. fish shallow",24001,"Zaprora silenus","prowfish",73,"Misc. fish shallow","Chordata","Actinopterygii","Perciformes","Zaproridae","Zaprora","silenus"
24100,"Zoarcidae","eelpout unid.",1984,24100,"Zoarcidae","eelpout unident.",60,"eelpouts","Eelpouts",24100,"Zoarcidae","eelpout unid.",54,"Eelpouts",24100,"Zoarcidae","eelpout unid.",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae",NA,NA
24110,"Bothrocara brunneum","twoline eelpout",1984,NA,NA,NA,NA,NA,NA,24110,"Bothrocara brunneum","twoline eelpout",54,"Eelpouts",24110,"Bothrocara brunneum","twoline eelpout",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae","Bothrocara","brunneum"
24111,"Bothrocara pusillum","Alaska eelpout",1984,NA,NA,NA,NA,NA,NA,24111,"Bothrocara pusillum","Alaska eelpout",54,"Eelpouts",24111,"Bothrocara pusillum","Alaska eelpout",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae","Bothrocara","pusillum"
