"Model","Predator","Year","Stratgroup","Lbin","Pred_n","Prey_guild","SCI_mean","X0.","X2.5.","X25.","X50.","X75.","X97.5.","X100."
"AI","Pacific_cod",1994,"Central_Aleutians","[60,85)",16,"Invertebrates",0.00749315537649113,0.000212643330314428,0.00110640935675608,0.00305396502199209,0.00707327568350583,0.0109604850331062,0.0181558560912607,0.029429421652779
"AI","Pacific_cod",1994,"Central_Aleutians","[60,85)",16,"MISC_NA",0.000158822131290103,0,0,0,0.000158822131290103,0.000317644262580207,0.00047646639387031,0.000952932787740621
"AI","Pacific_cod",1994,"Central_Aleutians","[60,85)",16,"Other_fish",0.00118680220169448,0,9.23239173597268e-05,0.00072094656499577,0.00115033480858296,0.00156161427626536,0.0025202388130438,0.00376290397394105
"AI","Pacific_cod",1994,"Central_Aleutians","[60,85)",16,"Atka_mackerel",0.0105016348259983,0,0.00164405634434391,0.00641711440311266,0.0101375410712118,0.0139910019153424,0.0230609325209159,0.0328580504992086
"AI","Pacific_cod",1994,"Central_Aleutians","[85,999)",10,"Invertebrates",0,0,0,0,0,0,0,0
"AI","Pacific_cod",1994,"Central_Aleutians","[85,999)",10,"MISC_NA",0,0,0,0,0,0,0,0
"AI","Pacific_cod",1994,"Central_Aleutians","[85,999)",10,"Other_fish",0.00134873285351321,0,0,0,0.00134873285351321,0.00269746570702641,0.00404619856053962,0.00809239712107923
"AI","Pacific_cod",1994,"Central_Aleutians","[85,999)",10,"Atka_mackerel",0.0314446221268209,0.00579414861656334,0.0141114852660936,0.0228848489338108,0.0303526483947612,0.0385143342140186,0.0562235546607518,0.0915719882213054
"AI","Pacific_cod",1994,"Eastern_Aleutians","[0,20)",38,"Invertebrates",0.0137711792184539,0.0101591198601907,0.0116761535456598,0.012971742911661,0.0137284829808119,0.0145192297525424,0.016066643191929,0.0192662589721674
"AI","Pacific_cod",1994,"Eastern_Aleutians","[0,20)",38,"MISC_NA",0,0,0,0,0,0,0,0
"AI","Pacific_cod",1994,"Eastern_Aleutians","[0,20)",38,"Other_fish",7.1681811623857e-05,0,0,0,7.1681811623857e-05,0.000143363623247714,0.000215045434871571,0.000430090869743142
"AI","Pacific_cod",1994,"Eastern_Aleutians","[0,20)",38,"Atka_mackerel",0,0,0,0,0,0,0,0
"AI","Pacific_cod",1994,"Eastern_Aleutians","[30,60)",87,"Invertebrates",0.0071801551090196,0.00438215509995532,0.00581343651308387,0.00667955197932738,0.00715929895538775,0.00765593906340849,0.00866259026584833,0.0102052597778194
"AI","Pacific_cod",1994,"Eastern_Aleutians","[30,60)",87,"MISC_NA",0,0,0,0,0,0,0,0
"AI","Pacific_cod",1994,"Eastern_Aleutians","[30,60)",87,"Other_fish",0.00210397961949567,0.000503325201432962,0.000831057416780265,0.0015150197906517,0.0020334222597388,0.0026122733629361,0.00390425226784142,0.00673944477502266
"AI","Pacific_cod",1994,"Eastern_Aleutians","[30,60)",87,"Atka_mackerel",0,0,0,0,0,0,0,0
"AI","Pacific_cod",1994,"Eastern_Aleutians","[60,85)",82,"Invertebrates",0.00522766533180099,0.00126628318476914,0.00260900693920802,0.00410702246245488,0.0050982653528498,0.00618269233805445,0.00863021919398867,0.0129775724486513
"AI","Pacific_cod",1994,"Eastern_Aleutians","[60,85)",82,"MISC_NA",2.06052117866127e-05,0,0,0,2.06052117866127e-05,4.12104235732255e-05,6.18156353598382e-05,0.000164841694292902
"AI","Pacific_cod",1994,"Eastern_Aleutians","[60,85)",82,"Other_fish",0.00617993691547672,0.00243224142282797,0.00391548352412673,0.00526676375306554,0.00610041702165709,0.00700862000892064,0.00902501098442194,0.0137289674535168
"AI","Pacific_cod",1994,"Eastern_Aleutians","[60,85)",82,"Atka_mackerel",0.000510245289196889,0,0,0.000261990561480757,0.000422915102036637,0.000742893425338435,0.00126874530610991,0.00257987178246628
"AI","Pacific_cod",1994,"Southern_Bering","[30,60)",58,"Invertebrates",0.0068942883954382,0.00433783832808567,0.00541029916466989,0.00634350920458124,0.00685462720238711,0.00740942054549756,0.00856623002986666,0.0101598178405753
"AI","Pacific_cod",1994,"Southern_Bering","[30,60)",58,"MISC_NA",0.000197745569332658,0,0,7.20365620367392e-06,0.000190541913128984,0.000381083826257968,0.000586033051794299,0.00115765879118125
"AI","Pacific_cod",1994,"Southern_Bering","[30,60)",58,"Other_fish",0.000855234615036948,0.000157182217293661,0.000370595820062608,0.000642019050624533,0.000822454380711709,0.00103075588677015,0.00149177845874647,0.00241455067694803
"AI","Pacific_cod",1994,"Southern_Bering","[30,60)",58,"Atka_mackerel",0.000607508339843168,0,0,0,0.000607508339843168,0.00121501667968634,0.0018225250195295,0.00486006671874534
"AI","Pacific_cod",1994,"Southern_Bering","[60,85)",35,"Invertebrates",0.00125857800667318,1.70793654588108e-05,0.000180764005188218,0.000690949678602834,0.00116205651962704,0.00170612503875695,0.00302432995238772,0.00612770764167791
"AI","Pacific_cod",1994,"Southern_Bering","[60,85)",35,"MISC_NA",0.000421277414367777,0,0,2.36973340671731e-05,0.000397580080300604,0.000795160160601209,0.00124013490903616,0.00278306056210423
"AI","Pacific_cod",1994,"Southern_Bering","[60,85)",35,"Other_fish",0.0290712730867206,0.00954692834757686,0.018291523884625,0.0250257113058694,0.0287842957779686,0.032841520136637,0.0415477406003674,0.0527928959289124
"AI","Pacific_cod",1994,"Southern_Bering","[60,85)",35,"Atka_mackerel",0.00215718370354143,0,0,0,0.00215718370354143,0.00431436740708286,0.00647155111062429,0.0129431022212486
