"year","model","species_name","jcat","bio_tons","model_area","bio_tkm2"
2005,"EGOA","Walleye_pollock","adu",93189.7369438143,85237.199,1.09329891217817
2005,"EGOA","Walleye_pollock","juv",1921.99767318577,85237.199,0.0225488131441974
2007,"EGOA","Arrowtooth_flounder","adu",314537.06235149,85237.199,3.69013841423262
2007,"EGOA","Arrowtooth_flounder","juv",613.62186905323,85237.199,0.00719899147616559
2007,"EGOA","Flathead_sole","adu",66882.0535816769,85237.199,0.784658040929722
2007,"EGOA","Flathead_sole","juv",194.587765987973,85237.199,0.00228289723584151
2007,"EGOA","Pacific_cod","adu",32800.9561938804,85237.199,0.384819733387536
2007,"EGOA","Pacific_cod","juv",7.19038938028468,85237.199,8.43574104339665e-05
2007,"EGOA","Pacific_halibut","adu",253244.544766792,85237.199,2.97105662478176
2007,"EGOA","Pacific_halibut","juv",0,85237.199,0
2007,"EGOA","POP","adu",330363.930599134,85237.199,3.87581870914287
2007,"EGOA","POP","juv",1584.85962436105,85237.199,0.018593520704042
2007,"EGOA","Rex_sole","adu",20204.1808355078,85237.199,0.237034781439824
2007,"EGOA","Rex_sole","juv",460.781100992736,85237.199,0.00540586863949783
2007,"EGOA","Sablefish","adu",56770.3668598009,85237.199,0.666028066687185
2007,"EGOA","Sablefish","juv",0,85237.199,0
2007,"EGOA","Thornyheads","adu",45042.5707075622,85237.199,0.52843795004998
2007,"EGOA","Thornyheads","juv",1148.77751998782,85237.199,0.013477419876125
2007,"EGOA","Walleye_pollock","adu",103785.60774764,85237.199,1.2176093180589
2007,"EGOA","Walleye_pollock","juv",2364.46274190238,85237.199,0.0277397986987158
2009,"EGOA","Arrowtooth_flounder","adu",333851.371430221,85237.199,3.91673324964868
2009,"EGOA","Arrowtooth_flounder","juv",1792.52883122224,85237.199,0.0210298889716243
2009,"EGOA","Flathead_sole","adu",44288.9297171547,85237.199,0.519596258872312
2009,"EGOA","Flathead_sole","juv",290.472696175795,85237.199,0.00340781606603234
2009,"EGOA","Pacific_cod","adu",67909.9286246585,85237.199,0.796717036943677
